Name,Age,Nationality,Overall,Potential,Club,Preferred Position,CAM,CB,CDM,CF,CM,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,RAM,RB,RCB,RCM,RDM,RF,RM,RS,RW,RWB,ST
Tramontinaldo,33,Brazil,71,71,Cruzeiro,RM,64,67,68,62,66,64,70,67,66,68,62,65,59,64,69,64,70,67,66,68,62,65,59,64,69,59
Felipe Silva,27,Brazil,71,71,Sanfrecce Hiroshima,CAM,70,38,49,69,65,70,47,38,65,49,69,70,66,69,52,70,47,38,65,49,69,70,66,69,52,66
G. Terziev,25,Bulgaria,71,76,,RB,41,70,61,41,45,41,67,70,45,61,41,46,45,43,63,41,67,70,45,61,41,46,45,43,63,45
A. Godoy,27,Panama,71,74,San Jose Earthquakes,CM,64,65,70,61,69,64,62,65,69,70,61,62,59,60,63,64,62,65,69,70,61,62,59,60,63,59
Yun Il Lok,25,Korea Republic,71,72,FC Seoul,LM,69,52,59,69,66,69,58,52,66,59,69,71,68,71,61,69,58,52,66,59,69,71,68,71,61,68
E. Ruud,33,Norway,71,71,Odds BK,RB,65,70,70,64,68,65,70,70,68,70,64,66,64,65,70,65,70,70,68,70,64,66,64,65,70,64
B. Johnson,30,England,71,71,Derby County,LM,67,72,70,69,69,67,68,72,69,70,69,67,72,67,68,67,68,72,69,70,69,67,72,67,68,72
M. Eikrem,26,Norway,71,71,MalmÃ¶ FF,CM,71,49,59,68,70,71,59,49,70,59,68,70,64,70,62,71,59,49,70,59,68,70,64,70,62,64
I. Abaev,35,Russia,71,71,FC Rostov,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
Javi Ontiveros,19,Spain,71,84,MÃ¡laga CF,LM,70,34,48,69,64,70,47,34,64,48,69,70,63,71,52,70,47,34,64,48,69,70,63,71,52,63
Juan Carlos,29,Spain,71,72,Real Oviedo,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
E. Adu,26,Ghana,71,71,Akhisar Belediyespor,CDM,66,60,69,61,70,66,63,60,70,69,61,64,52,62,65,66,63,60,70,69,61,64,52,62,65,52
M. Hartmann,31,Germany,71,71,FC Ingolstadt 04,LW,69,45,50,71,62,69,50,45,62,50,71,70,72,71,53,69,50,45,62,50,71,70,72,71,53,72
L. Antei,25,Italy,71,74,Benevento Calcio,CB,43,70,64,42,50,43,63,70,50,64,42,44,43,41,60,43,63,70,50,64,42,44,43,41,60,43
R. Verenas,33,Chile,71,71,CD Huachipato,ST,69,50,54,70,64,69,52,50,64,54,70,67,70,68,54,69,52,50,64,54,70,67,70,68,54,70
B. Linssen,26,Netherlands,71,72,Vitesse,RW,70,49,53,71,64,70,54,49,64,53,71,70,71,71,56,70,54,49,64,53,71,70,71,71,56,71
N. Foor,25,Netherlands,71,75,Vitesse,LW,70,49,58,69,66,70,59,49,66,58,69,70,65,71,62,70,59,49,66,58,69,70,65,71,62,65
J. Dezi,25,Italy,71,75,Parma,CM,70,61,66,68,70,70,65,61,70,66,68,70,64,68,67,70,65,61,70,66,68,70,64,68,67,64
D. Beasley,35,United States,71,71,Houston Dynamo,LB,67,65,67,67,66,67,70,65,66,67,67,68,65,68,70,67,70,65,66,67,67,68,65,68,70,65
Choi Chul Soon,30,Korea Republic,71,71,Jeonbuk Hyundai Motors,CB,64,70,68,63,65,64,70,70,65,68,63,66,60,65,70,64,70,70,65,68,63,66,60,65,70,60
V. Verre,23,Italy,71,79,Sampdoria,CM,70,58,65,68,70,70,63,58,70,65,68,69,65,68,64,70,63,58,70,65,68,69,65,68,64,65
Danilo,25,Brazil,71,74,VfL Bochum,CB,65,68,68,64,65,65,70,68,65,68,64,67,62,66,70,65,70,68,65,68,64,67,62,66,70,62
L. Coulibaly,21,Mali,71,78,Angers SCO,CM,69,67,69,67,70,69,68,67,70,69,67,68,65,67,68,69,68,67,70,69,67,68,65,67,68,65
C. Nkunku,19,France,71,82,Paris Saint-Germain,LW,70,62,67,69,70,70,67,62,70,67,69,70,64,69,68,70,67,62,70,67,69,70,64,69,68,64
D. Kulakov,31,Ukraine,71,71,FC Ural,RB,69,67,69,68,70,69,70,67,70,69,68,71,65,69,70,69,70,67,70,69,68,71,65,69,70,65
R. Herrera,28,Uruguay,71,71,Pachuca,CB,47,70,63,47,51,47,63,70,51,63,47,49,50,47,60,47,63,70,51,63,47,49,50,47,60,50
M. Etame,28,Cameroon,71,71,Alanyaspor,ST,70,55,58,71,66,70,57,55,66,58,71,70,72,71,60,70,57,55,66,58,71,70,72,71,60,72
C. Salcido,37,Mexico,71,71,Guadalajara,CDM,62,70,69,61,66,62,65,70,66,69,61,62,61,60,65,62,65,70,66,69,61,62,61,60,65,61
Dorca,34,Spain,71,71,AD AlcorcÃ³n,CAM,63,68,70,61,67,63,64,68,67,70,61,62,60,60,65,63,64,68,67,70,61,62,60,60,65,60
Jubal,23,Brazil,71,77,VitÃ³ria GuimarÃ£es,CB,45,70,62,44,49,45,63,70,49,62,44,46,46,44,60,45,63,70,49,62,44,46,46,44,60,46
Defendi,31,Brazil,71,71,CD Aves,CB,47,70,64,45,53,47,60,70,53,64,45,46,46,44,57,47,60,70,53,64,45,46,46,44,57,46
M. Roberts,26,England,71,73,Birmingham City,CB,43,70,63,43,50,43,61,70,50,63,43,44,45,41,58,43,61,70,50,63,43,44,45,41,58,45
L. Nielsen,29,Denmark,71,71,MalmÃ¶ FF,CB,53,70,66,51,58,53,66,70,58,66,51,55,52,52,64,53,66,70,58,66,51,55,52,52,64,52
D. Batth,26,England,71,73,Wolverhampton Wanderers,CB,40,70,62,38,48,40,58,70,48,62,38,40,41,36,55,40,58,70,48,62,38,40,41,36,55,41
H. Van Der Bruggen,24,Belgium,71,76,KV Kortrijk,CDM,67,64,69,66,70,67,66,64,70,69,66,67,64,65,68,67,66,64,70,69,66,67,64,65,68,64
Luismi,25,Spain,71,78,Real Valladolid,CB,53,72,70,49,59,53,65,72,59,70,49,52,47,48,64,53,65,72,59,70,49,52,47,48,64,47
VÃ­tor Bruno,27,Portugal,71,71,Boavista FC,LM,65,66,67,65,65,65,70,66,65,67,65,67,63,67,71,65,70,66,65,67,65,67,63,67,71,63
K. Hansen,28,Denmark,71,72,FC Midtjylland,CB,61,70,69,58,65,61,70,70,65,69,58,62,57,60,69,61,70,70,65,69,58,62,57,60,69,57
Tony Muttinho,33,Brazil,71,71,Botafogo de Futebol e Regatas,RM,62,70,69,60,65,62,70,70,65,69,60,64,60,62,69,62,70,70,65,69,60,64,60,62,69,60
H. Lindner,26,Austria,71,74,Grasshopper Club ZÃ¼rich,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
Zhang Linpeng,28,China PR,71,71,,CB,68,72,70,68,68,68,70,72,68,70,68,68,69,68,70,68,70,72,68,70,68,68,69,68,70,69
T. Eisfeld,24,Germany,71,76,VfL Bochum,LM,70,41,53,68,66,70,49,41,66,53,68,69,63,68,53,70,49,41,66,53,68,69,63,68,53,63
M. PavloviÄ‡,27,Croatia,71,72,Angers SCO,ST,53,70,64,55,57,53,59,70,57,64,55,52,60,52,58,53,59,70,57,64,55,52,60,52,58,60
B. Jones,30,England,71,71,Sunderland,LB,62,71,71,61,65,62,70,71,65,71,61,63,60,62,70,62,70,71,65,71,61,63,60,62,70,60
F. Al Berahim,30,Kuwait,71,71,Al Ittihad,CM,68,66,70,65,71,68,65,66,71,70,65,65,61,63,66,68,65,66,71,70,65,65,61,63,66,61
R. Almer,33,Austria,71,71,FK Austria Wien,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
C. Nhamoinesu,31,Zimbabwe,71,71,Sparta Praha,CB,57,69,67,55,59,57,70,69,59,67,55,61,53,58,69,57,70,69,59,67,55,61,53,58,69,53
D. Rozehnal,36,Czech Republic,71,71,KV Oostende,CB,49,70,69,46,59,49,63,70,59,69,46,48,48,44,61,49,63,70,59,69,46,48,48,44,61,48
J. Ibe,21,England,71,80,Bournemouth,LM,68,54,58,70,64,68,61,54,64,58,70,70,67,71,63,68,61,54,64,58,70,70,67,71,63,67
B. Rabello,23,Chile,71,77,U.N.A.M.,LM,70,42,52,69,66,70,53,42,66,52,69,70,63,70,56,70,53,42,66,52,69,70,63,70,56,63
B. Schmitz,22,Germany,71,74,RB Leipzig,CDM,63,68,68,62,64,63,70,68,64,68,62,64,60,63,70,63,70,68,64,68,62,64,60,63,70,60
J. Duque,25,Colombia,71,75,CD Los Millionarios Bogota,CM,60,69,70,57,64,60,68,69,64,70,57,60,55,57,67,60,68,69,64,70,57,60,55,57,67,55
Y. Shakhov,26,Ukraine,71,73,PAOK Thessaloniki,CDM,70,63,64,70,68,70,62,63,68,64,70,68,70,68,62,70,62,63,68,64,70,68,70,68,62,70
T. Rogne,27,Norway,71,73,IFK GÃ¶teborg,CB,48,70,66,46,55,48,63,70,55,66,46,49,47,46,61,48,63,70,55,66,46,49,47,46,61,47
N. Verdier,30,France,71,71,KAS Eupen,ST,65,42,45,68,58,65,46,42,58,45,68,66,70,67,49,65,46,42,58,45,68,66,70,67,49,70
G. Colman,32,Argentina,71,71,Rosario Central,CDM,71,57,63,69,70,71,60,57,70,63,69,69,65,69,62,71,60,57,70,63,69,69,65,69,62,65
J. Morales,37,Argentina,71,71,FC Dallas,CM,70,48,56,69,66,70,51,48,66,56,69,67,67,68,54,70,51,48,66,56,69,67,67,68,54,67
Joel Pereira,21,Portugal,71,84,Manchester United,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
V. Figueroa,33,Argentina,71,71,Newell's Old Boys,CAM,72,52,62,71,70,72,59,52,70,62,71,72,65,71,62,72,59,52,70,62,71,72,65,71,62,65
R. Rebones,25,Chile,71,71,Everton de ViÃ±a del Mar,CAM,70,51,56,69,66,70,60,51,66,56,69,71,65,71,62,70,60,51,66,56,69,71,65,71,62,65
M. Edu,31,United States,71,71,Philadelphia Union,CDM,63,70,67,64,64,63,64,70,64,67,64,62,65,62,63,63,64,70,64,67,64,62,65,62,63,65
C. Trimmel,30,Austria,71,71,1. FC Union Berlin,CB,67,67,68,67,67,67,70,67,67,68,67,70,66,68,70,67,70,67,67,68,67,70,66,68,70,66
S. Lletget,24,United States,71,74,LA Galaxy,CDM,70,52,58,69,66,70,56,52,66,58,69,70,67,70,59,70,56,52,66,58,69,70,67,70,59,67
C. Martina,27,Curacao,71,71,Everton,CB,61,70,68,60,63,61,70,70,63,68,60,64,60,62,70,61,70,70,63,68,60,64,60,62,70,60
K. Sugimoto,24,Japan,71,75,Cerezo Osaka,ST,65,39,44,67,58,65,41,39,58,44,67,63,70,64,44,65,41,39,58,44,67,63,70,64,44,70
A. Wilkinson,32,Australia,71,71,Sydney FC,CB,54,70,67,52,60,54,62,70,60,67,52,51,53,49,60,54,62,70,60,67,52,51,53,49,60,53
Mano,30,Portugal,71,71,Estoril Praia,LB,63,66,67,63,64,63,70,66,64,67,63,66,60,65,71,63,70,66,64,67,63,66,60,65,71,60
B. Rienstra,27,Netherlands,71,72,Willem II,CDM,68,68,70,67,70,68,66,68,70,70,67,66,66,65,66,68,66,68,70,70,67,66,66,65,66,66
P. Kanstrup,28,Denmark,71,73,Aarhus GF,CB,58,70,68,58,62,58,68,70,62,68,58,60,59,57,67,58,68,70,62,68,58,60,59,57,67,59
G. Scognamiglio,30,Italy,71,71,Cesena,CB,39,70,58,41,45,39,60,70,45,58,41,41,47,39,55,39,60,70,45,58,41,41,47,39,55,47
R. Millar,35,Chile,71,71,Monarcas Morelia,CM,70,65,68,69,70,70,65,65,70,68,69,70,69,69,66,70,65,65,70,68,69,70,69,69,66,69
M. te Wierik,25,Netherlands,71,74,FC Groningen,RB,60,70,69,59,64,60,68,70,64,69,59,61,58,59,68,60,68,70,64,69,59,61,58,59,68,58
J. Uronen,22,Finland,71,76,KRC Genk,LB,65,68,70,64,67,65,70,68,67,70,64,67,63,65,71,65,70,68,67,70,64,67,63,65,71,63
L. Licht,36,Argentina,71,71,Gimnasia y Esgrima La Plata,LB,64,67,67,65,65,64,70,67,65,67,65,68,62,67,70,64,70,67,65,67,65,68,62,67,70,62
Sami,28,Guinea Bissau,71,71,CD Aves,RW,68,46,51,71,62,68,52,46,62,51,71,71,71,71,56,68,52,46,62,51,71,71,71,71,56,71
S. Palacios,25,Argentina,71,74,Talleres de Cordoba,RW,69,48,53,70,63,69,55,48,63,53,70,70,68,71,57,69,55,48,63,53,70,70,68,71,57,68
G. Blanco Leschuk,25,Argentina,71,75,Shakhtar Donetsk,ST,62,44,43,67,54,62,43,44,54,43,67,59,70,62,44,62,43,44,54,43,67,59,70,62,44,70
T. HysÃ©n,35,Sweden,71,71,IFK GÃ¶teborg,ST,67,46,49,69,60,67,50,46,60,49,69,67,70,68,52,67,50,46,60,49,69,67,70,68,52,70
B. Raman,22,Belgium,71,77,Fortuna DÃ¼sseldorf,CF,68,40,46,70,60,68,50,40,60,46,70,70,69,72,53,68,50,40,60,46,70,70,69,72,53,69
Lee Jong Ho,25,Korea Republic,71,74,Ulsan Hyundai Horang-i,ST,68,54,58,69,65,68,55,54,65,58,69,67,70,67,56,68,55,54,65,58,69,67,70,67,56,70
I. Malcorra,29,Argentina,71,71,Club Tijuana,CM,69,49,57,68,66,69,57,49,66,57,68,70,64,70,61,69,57,49,66,57,68,70,64,70,61,64
A. Ateef,24,Saudi Arabia,71,77,Al Hilal,CM,68,64,70,65,71,68,63,64,71,70,65,64,60,63,63,68,63,64,71,70,65,64,60,63,63,60
E. GarcÃ­a,27,Mexico,71,71,Pachuca,LB,62,65,67,61,64,62,70,65,64,67,61,65,59,64,71,62,70,65,64,67,61,65,59,64,71,59
G. Wikheim,24,Norway,71,74,FC Midtjylland,RM,68,49,55,68,62,68,58,49,62,55,68,70,64,71,61,68,58,49,62,55,68,70,64,71,61,64
E. Braafheid,34,Netherlands,71,71,FC Utrecht,CB,61,70,69,60,63,61,70,70,63,69,60,64,58,62,70,61,70,70,63,69,60,64,58,62,70,58
D. Ä†aleta-Car,20,Croatia,71,77,FC Red Bull Salzburg,CB,52,70,63,53,55,52,63,70,55,63,53,53,54,50,61,52,63,70,55,63,53,53,54,50,61,54
L. Caicedo,25,Ecuador,71,76,,CB,38,70,63,37,46,38,63,70,46,63,37,42,41,38,60,38,63,70,46,63,37,42,41,38,60,41
S. YÄ±ldÄ±rÄ±m,27,Turkey,71,71,Bursaspor,LM,70,43,49,71,62,70,49,43,62,49,71,70,70,72,53,70,49,43,62,49,71,70,70,72,53,70
N. Champagne,32,Argentina,71,71,CD LeganÃ©s,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
K. Zohore,23,Denmark,71,78,Cardiff City,ST,61,43,44,66,54,61,43,43,54,44,66,61,70,63,46,61,43,43,54,44,66,61,70,63,46,70
S. Peeters,25,Belgium,71,75,SM Caen,CDM,70,59,65,69,71,70,63,59,71,65,69,71,66,69,65,70,63,59,71,65,69,71,66,69,65,66
U. Agbo,21,Nigeria,71,79,Standard de LiÃ¨ge,CB,66,68,70,63,70,66,67,68,70,70,63,64,61,62,66,66,67,68,70,70,63,64,61,62,66,61
H. Belkaroui,26,Algeria,71,73,Moreirense FC,CB,43,70,60,43,46,43,61,70,46,60,43,44,45,43,58,43,61,70,46,60,43,44,45,43,58,45
C. Mulgrew,31,Scotland,71,71,Blackburn Rovers,CM,64,70,70,62,67,64,67,70,67,70,62,64,62,62,67,64,67,70,67,70,62,64,62,62,67,62
A. Tetteh,28,Ghana,71,72,Lech PoznaÅ„,CDM,62,71,70,60,65,62,67,71,65,70,60,62,58,59,67,62,67,71,65,70,60,62,58,59,67,58
I. Brown,20,England,71,81,Brighton & Hove Albion,LM,70,51,56,69,66,70,55,51,66,56,69,69,67,70,57,70,55,51,66,56,69,69,67,70,57,67
L. Grimi,32,Argentina,71,71,Racing Club de Avellaneda,CB,64,71,68,64,65,64,70,71,65,68,64,65,64,65,70,64,70,71,65,68,64,65,64,65,70,64
D. Dos Santos,20,Netherlands,71,78,AZ Alkmaar,LW,70,49,57,69,66,70,60,49,66,57,69,71,63,71,63,70,60,49,66,57,69,71,63,71,63,63
J. Morris,22,United States,71,80,Seattle Sounders FC,RM,65,47,49,67,58,65,49,47,58,49,67,66,70,66,51,65,49,47,58,49,67,66,70,66,51,70
E. Conde,34,Uruguay,71,71,,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
F. Pisacane,31,Italy,71,71,Cagliari,RB,53,70,64,52,55,53,67,70,55,64,52,57,49,55,66,53,67,70,55,64,52,57,49,55,66,49
U. Ä†osiÄ‡,24,Serbia,71,75,AEK Athens,CB,43,70,63,43,48,43,64,70,48,63,43,45,45,43,61,43,64,70,48,63,43,45,45,43,61,45
N. Pasquini,26,Argentina,71,73,Club AtlÃ©tico LanÃºs,LB,70,65,68,70,70,70,70,65,70,68,70,71,67,71,71,70,70,65,70,68,70,71,67,71,71,67
J. Gjasula,31,Albania,71,71,SpVgg Greuther FÃ¼rth,CM,71,54,61,70,70,71,56,54,70,61,70,70,68,69,59,71,56,54,70,61,70,70,68,69,59,68
A. SjÃ¶berg,26,Sweden,71,74,Colorado Rapids,CB,46,70,65,44,52,46,60,70,52,65,44,47,46,43,58,46,60,70,52,65,44,47,46,43,58,46
C. Awaziem,20,Nigeria,71,82,FC Nantes,CB,48,70,63,49,51,48,65,70,51,63,49,50,52,49,62,48,65,70,51,63,49,50,52,49,62,52
M. Rodriguez,26,Uruguay,71,74,San MartÃ­n de San Juan,LM,70,40,48,69,64,70,46,40,64,48,69,68,66,68,49,70,46,40,64,48,69,68,66,68,49,66
Y. Candelo,25,Colombia,71,73,QuerÃ©taro,CAM,70,57,60,69,65,70,62,57,65,60,69,70,66,71,64,70,62,57,65,60,69,70,66,71,64,66
Alexandre Frandeira,29,Brazil,71,71,Coritiba Foot Ball Club,CDM,49,70,66,49,55,49,63,70,55,66,49,51,52,49,61,49,63,70,55,66,49,51,52,49,61,52
Nathael Silbeira,33,Brazil,71,71,Botafogo de Futebol e Regatas,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
Jair,28,Brazil,71,71,Jeonnam Dragons,LW,70,49,56,70,66,70,55,49,66,56,70,70,70,71,58,70,55,49,66,56,70,70,70,71,58,70
K. Vandendriessche,27,France,71,71,KV Oostende,CDM,68,70,70,68,70,68,69,70,70,70,68,68,70,66,69,68,69,70,70,70,68,68,70,66,69,70
C. Fai,24,Cameroon,71,74,Standard de LiÃ¨ge,LB,60,67,67,59,62,60,70,67,62,67,59,65,53,62,70,60,70,67,62,67,59,65,53,62,70,53
S. Hagen,31,Norway,71,71,Odds BK,CB,50,70,68,48,58,50,66,70,58,68,48,51,49,47,64,50,66,70,58,68,48,51,49,47,64,49
M. Rygaard,26,Denmark,71,73,Lyngby BK,CAM,70,50,57,68,66,70,54,50,66,57,68,69,64,69,57,70,54,50,66,57,68,69,64,69,57,64
M. MÃ¤nnel,29,Germany,71,71,FC Erzgebirge Aue,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
Cristian LÃ³pez,28,Spain,71,71,RC Lens,ST,65,48,49,69,58,65,49,48,58,49,69,64,70,66,51,65,49,48,58,49,69,64,70,66,51,70
Eduardo Fonseira,29,Brazil,71,71,Clube AtlÃ©tico Mineiro,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
L. RosiÄ‡,24,Serbia,71,77,SC Braga,CB,42,70,61,43,47,42,60,70,47,61,43,44,46,42,57,42,60,70,47,61,43,44,46,42,57,46
R. Beerens,29,Netherlands,71,71,Reading,LM,70,39,49,69,64,70,49,39,64,49,69,71,64,71,54,70,49,39,64,49,69,71,64,71,54,64
B. Douglas,27,Scotland,71,71,Wolverhampton Wanderers,LWB,65,67,67,64,66,65,70,67,66,67,64,68,62,66,71,65,70,67,66,67,64,68,62,66,71,62
S. Johnstone,24,England,71,79,Aston Villa,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
R. Elliot,31,Republic of Ireland,71,71,Newcastle United,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Capelli,31,Italy,71,71,La Spezia,CB,41,70,63,41,49,41,60,70,49,63,41,43,45,40,58,41,60,70,49,63,41,43,45,40,58,45
K. Ziani,34,France,71,71,US OrlÃ©ans Loiret Football,RW,70,42,51,68,65,70,50,42,65,51,68,69,64,69,53,70,50,42,65,51,68,69,64,69,53,64
A. Kozlov,30,Russia,71,71,Dinamo Moscow,RB,60,70,69,58,63,60,70,70,63,69,58,62,59,60,69,60,70,70,63,69,58,62,59,60,69,59
S. Berge,19,Norway,71,82,KRC Genk,CM,67,69,70,66,69,67,68,69,69,70,66,67,64,65,68,67,68,69,69,70,66,67,64,65,68,64
O. PÃ©rez,44,Mexico,71,71,Pachuca,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
C. Pasquato,27,Italy,71,71,Legia Warszawa,ST,70,33,44,68,62,70,44,33,62,44,68,70,64,71,49,70,44,33,62,44,68,70,64,71,49,64
A. Kolomeytsev,28,Russia,71,72,Lokomotiv Moscow,CAM,70,68,70,69,72,70,68,68,72,70,69,69,69,68,69,70,68,68,72,70,69,69,69,68,69,69
S. Kitsiou,23,Greece,71,75,Sint-Truidense VV,LB,67,67,69,67,68,67,70,67,68,69,67,68,65,68,70,67,70,67,68,69,67,68,65,68,70,65
Y. YotÃºn,27,Peru,71,72,Orlando City Soccer Club,LB,69,63,68,66,70,69,67,63,70,68,66,69,61,67,69,69,67,63,70,68,66,69,61,67,69,61
G. Zardes,25,United States,71,72,LA Galaxy,LM,68,54,54,70,62,68,56,54,62,54,70,69,70,70,58,68,56,54,62,54,70,69,70,70,58,70
C. MenÃ©ndez,29,Argentina,71,71,Tiburones Rojos de Veracruz,ST,67,45,47,69,61,67,45,45,61,47,69,64,70,65,47,67,45,45,61,47,69,64,70,65,47,70
T. Zentena,25,Chile,71,71,Everton de ViÃ±a del Mar,ST,68,42,47,71,60,68,48,42,60,47,71,70,71,72,52,68,48,42,60,47,71,70,71,72,52,71
VÃ¡gner Corraldo,29,Brazil,71,71,Santos Futebol Clube,LB,65,67,67,65,65,65,70,67,65,67,65,67,63,67,71,65,70,67,65,67,65,67,63,67,71,63
D. SjÃ¶lund,34,Finland,71,71,IFK NorrkÃ¶ping,CM,66,61,68,63,70,66,60,61,70,68,63,64,60,63,63,66,60,61,70,68,63,64,60,63,63,60
C. Mavinga,26,DR Congo,71,72,Toronto FC,LB,62,70,69,60,64,62,70,70,64,69,60,66,58,63,70,62,70,70,64,69,60,66,58,63,70,58
E. Conferio,33,Chile,71,71,CD Antofagasta,LW,71,40,47,72,62,71,50,40,62,47,72,69,70,71,52,71,50,40,62,47,72,69,70,71,52,70
F. Ben Khalfallah,34,Tunisia,71,71,Brisbane Roar,RW,71,48,56,70,67,71,53,48,67,56,70,71,67,71,57,71,53,48,67,56,70,71,67,71,57,67
A. Webster,22,England,70,79,Ipswich Town,CB,55,69,67,52,59,55,67,69,59,67,52,57,50,54,66,55,67,69,59,67,52,57,50,54,66,50
R. Abdullah,23,Comoros,70,74,CÃ¡diz C.F.,CAM,68,66,69,68,69,68,68,66,69,69,68,68,66,67,69,68,68,66,69,69,68,68,66,67,69,66
A. Trondsen,22,Norway,70,79,Rosenborg BK,CM,68,64,69,66,69,68,69,64,69,69,66,69,62,67,70,68,69,64,69,69,66,69,62,67,70,62
Allison Sireo,29,Brazil,70,70,SÃ£o Paulo Futebol Clube,CB,45,69,61,47,49,45,64,69,49,61,47,48,51,45,60,45,64,69,49,61,47,48,51,45,60,51
N. Sarenren Bazee,20,Nigeria,70,82,Hannover 96,RM,67,42,47,67,59,67,51,42,59,47,67,69,65,70,54,67,51,42,59,47,67,69,65,70,54,65
Z. Stieber,28,Hungary,70,70,D.C. United,CAM,69,41,50,68,64,69,51,41,64,50,68,69,65,69,55,69,51,41,64,50,68,69,65,69,55,65
K. Erasmus,26,South Africa,70,70,Stade Rennais FC,CAM,67,44,48,69,60,67,49,44,60,48,69,67,69,68,51,67,49,44,60,48,69,67,69,68,51,69
R. Bianco,29,Italy,70,70,Perugia,CM,67,61,66,65,69,67,63,61,69,66,65,66,62,64,63,67,63,61,69,66,65,66,62,64,63,62
K. Abdallah,30,Comoros,70,70,Al Raed,RB,50,69,64,50,55,50,65,69,55,64,50,54,49,51,64,50,65,69,55,64,50,54,49,51,64,49
T. Blackett,23,England,70,76,Reading,LB,60,69,67,58,63,60,68,69,63,67,58,62,56,60,68,60,68,69,63,67,58,62,56,60,68,56
O. AdÄ±n,31,Turkey,70,70,Akhisar Belediyespor,LB,69,66,66,69,67,69,66,66,67,66,69,69,68,69,67,69,66,66,67,66,69,69,68,69,67,68
A. Fink,29,Germany,70,70,Karlsruher SC,CAM,69,38,45,70,60,69,45,38,60,45,70,67,69,69,48,69,45,38,60,45,70,67,69,69,48,69
J. Hochscheidt,29,Germany,70,70,Eintracht Braunschweig,RWB,69,61,65,69,68,69,63,61,68,65,69,69,68,69,65,69,63,61,68,65,69,69,68,69,65,68
O. SkÃºlason,34,Iceland,70,70,Kardemir KarabÃ¼kspor,CM,64,69,69,64,67,64,68,69,67,69,64,64,63,62,67,64,68,69,67,69,64,64,63,62,67,63
S. Kingsley,22,Scotland,70,79,Hull City,LB,61,67,66,60,62,61,69,67,62,66,60,65,56,63,69,61,69,67,62,66,60,65,56,63,69,56
D. Solanke,19,England,70,84,Liverpool,ST,69,40,47,69,62,69,46,40,62,47,69,68,69,69,50,69,46,40,62,47,69,68,69,69,50,69
H. Watanabe,29,Japan,70,70,Vissel Kobe,CB,43,69,64,43,51,43,63,69,51,64,43,45,46,41,59,43,63,69,51,64,43,45,46,41,59,46
Gabrielzinho,21,Brazil,70,78,Rio Ave FC,LW,67,40,45,70,59,67,51,40,59,45,70,69,68,70,53,67,51,40,59,45,70,69,68,70,53,68
T. Priskin,30,Hungary,70,70,,ST,63,50,50,66,58,63,48,50,58,50,66,61,69,62,49,63,48,50,58,50,66,61,69,62,49,69
Unai NuÃ±ez,20,Spain,70,78,Athletic Club de Bilbao,CB,43,69,61,42,47,43,63,69,47,61,42,44,43,41,60,43,63,69,47,61,42,44,43,41,60,43
I. PaureviÄ‡,26,Croatia,70,74,FC Ufa,CM,59,69,69,58,64,59,63,69,64,69,58,58,59,56,63,59,63,69,64,69,58,58,59,56,63,59
D. Roef,23,Belgium,70,76,Waasland-Beveren,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Murphy,22,England,70,79,Newcastle United,RM,69,42,49,69,62,69,52,42,62,49,69,69,66,70,55,69,52,42,62,49,69,69,66,70,55,66
Filipe Chaby,23,Portugal,70,77,CF Os Belenenses,CAM,69,46,53,69,64,69,55,46,64,53,69,69,65,69,58,69,55,46,64,53,69,69,65,69,58,65
J. Villota,25,Colombia,70,73,Jaguares FÃºtbol Club,CM,69,58,62,68,67,69,62,58,67,62,68,69,66,69,63,69,62,58,67,62,68,69,66,69,63,66
Jung Sung Ryong,32,Korea Republic,70,70,Kawasaki Frontale,GK,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Giresse,36,France,70,70,En Avant de Guingamp,LM,72,41,54,69,68,72,48,41,68,54,69,69,63,70,53,72,48,41,68,54,69,69,63,70,53,63
Saborit,25,Spain,70,75,Athletic Club de Bilbao,CB,61,69,68,60,64,61,69,69,64,68,60,64,59,62,69,61,69,69,64,68,60,64,59,62,69,59
J. RodrÃ­guez,37,Mexico,70,70,Monarcas Morelia,CM,67,63,69,65,71,67,62,63,71,69,65,65,61,64,64,67,62,63,71,69,65,65,61,64,64,61
F. Boulaya,24,Algeria,70,76,Girona CF,CM,69,44,51,69,62,69,51,44,62,51,69,69,64,70,54,69,51,44,62,51,69,69,64,70,54,64
Yang Dong Hyen,31,Korea Republic,70,70,Pohang Steelers,ST,63,43,45,65,57,63,45,43,57,45,65,62,69,64,47,63,45,43,57,45,65,62,69,64,47,69
